artist,born-died,period,school,url,base,nationality
CIMA da Conegliano,(c. 1459-1517/18),Early Renaissance,painter,https://www.wga.hu/html/c/cima/index.html,Venice,Italian
CIMABUE,(c. 1240-c. 1302),Medieval,painter,https://www.wga.hu/html/c/cimabue/index.html,Florence,Italian
"CIMAROLI, Giovanni Battista",(1687-1771),Baroque,painter,https://www.wga.hu/html/c/cimaroli/index.html,Venice,Italian
"CIMBAL, Johann Ignaz",(1722-1795),Rococo,painter,https://www.wga.hu/html/c/cimbal/index.html,Vienna,Austrian
"CINCINNATO, Romulo",(c. 1502-1593),Mannerism,painter,https://www.wga.hu/html/c/cincinna/index.html,Spain,Italian
"CINGANELLI, Michelangelo",(c. 1558-1635),Baroque,painter,https://www.wga.hu/html/c/cinganel/index.html,Florence,Italian
"CIOLI, Valerio",(c. 1529-1599),Mannerism,sculptor,https://www.wga.hu/html/c/cioli/index.html,Florence,Italian
"CIPPER, Giacomo Francesco",(1664-1736),Baroque,painter,https://www.wga.hu/html/c/cipper/index.html,Milan,Austrian
"CIRCIGNANI, Niccolò",(1517/24-1596),Mannerism,painter,https://www.wga.hu/html/c/circigna/index.html,Rome,Italian
"CISERI, Antonio",(1821-1933),Realism,painter,https://www.wga.hu/html/c/ciseri/index.html,Florence,Italian
"CISSARZ, Johann Vincenz",(1873-1942),Art Nouveau,graphic,https://www.wga.hu/html/c/cissarz/index.html,Darmstadt,German
"CITTADINI, Pier Francesco",(1616-1681),Baroque,painter,https://www.wga.hu/html/c/cittadin/index.html,Bologna,Italian
"CIUFFAGNI, Bernardo",(1385-1457),Early Renaissance,sculptor,https://www.wga.hu/html/c/ciuffagn/index.html,Florence,Italian
"CIVITALE, Matteo",(1436-1501),Early Renaissance,sculptor,https://www.wga.hu/html/c/civitale/index.html,Italy,Italian
"CLAEISSENS, Antoon",(c. 1538-1613),Mannerism,painter,https://www.wga.hu/html/c/claeisse/antoon/index.html,Bruges,Flemish
"CLAEISSENS, Pieter the Younger",(c. 1540-1623),Mannerism,painter,https://www.wga.hu/html/c/claeisse/pieter_y/index.html,Bruges,Flemish
"CLAESZ., Anthony II",(c. 1607-1649),Baroque,painter,https://www.wga.hu/html/c/claes_a/index.html,Amsterdam,Dutch
"CLAESZ., Jan",(c. 1570-1618),Baroque,painter,https://www.wga.hu/html/c/claesz_j/index.html,Enkhuisen,Netherlandish
"CLAESZ., Leendert",(active 1580-after 1609),Baroque,goldsmith,https://www.wga.hu/html/c/claesz_l/index.html,Amsterdam,Dutch
"CLAESZ., Pieter",(c. 1597-1661),Baroque,painter,https://www.wga.hu/html/c/claesz/index.html,Haarlem,Dutch
"CLAEUW, Jacques de",(1623-1694),Baroque,painter,https://www.wga.hu/html/c/claeuw/index.html,Netherlands,Dutch
CLAUDE LORRAIN,(1604-1682),Baroque,painter,https://www.wga.hu/html/c/claude/index.html,Rome,French
"CLAUDEL, Camille",(1864-1943),Impressionism,sculptor,https://www.wga.hu/html/c/claudel/index.html,Paris,French
CLAUS DE WERVE,(c. 1380-1439),Medieval,sculptor,https://www.wga.hu/html/c/claus_de/index.html,Netherlandish,Netherlandish
"CLAUS, Emile",(1849-1924),Impressionism,painter,https://www.wga.hu/html/c/claus/index.html,Belgium,Belgian
"CLAUSEN, George",(1852-1944),Impressionism,painter,https://www.wga.hu/html/c/clausen/index.html,England,English
"CLERCK, Hendrik de",(c. 1570-1630),Baroque,painter,https://www.wga.hu/html/c/clerck/index.html,Brussels,Flemish
"CLEVE, Cornelis van",(1520-after 1570),Mannerism,painter,https://www.wga.hu/html/c/cleve/cornelis/index.html,Antwerp,Flemish
"CLEVE, Hendrick van III",(c. 1525-c. 1592),Mannerism,painter,https://www.wga.hu/html/c/cleve_w/hendrik3/index.html,Antwerp,Flemish
"CLEVE, Joos van",(c. 1485-1540),Northern Renaissance,painter,https://www.wga.hu/html/c/cleve/joos/index.html,Antwerp,Flemish
"CLEVE, Marten van I",(c. 1527-c. 1581),Mannerism,painter,https://www.wga.hu/html/c/cleve_w/marten1/index.html,Antwerp,Flemish
"CLEVELEY, John the Elder",(c. 1712-1777),Rococo,painter,https://www.wga.hu/html/c/cleveley/elder/index.html,Deptford,English
"CLEVELEY, John the Younger",(1747-1786),Rococo,painter,https://www.wga.hu/html/c/cleveley/younger/index.html,Deptford,English
"CLINT, George",(1770-1854),Romanticism,graphic,https://www.wga.hu/html/c/clint/index.html,London,English
CLODION,(1738-1814),Rococo,sculptor,https://www.wga.hu/html/c/clodion/index.html,France,French
"CLONNEY, James Goodwyn",(1812-1867),Romanticism,painter,https://www.wga.hu/html/c/clonney/index.html,United States,American
"CLOSTERMAN, John",(1660-1711),Baroque,painter,https://www.wga.hu/html/c/closterm/index.html,London,German
"CLOUET, François",(1510-1572),Mannerism,painter,https://www.wga.hu/html/c/clouet/francois/index.html,France,French
"CLOUET, Jean",(1485/90-1541),Northern Renaissance,painter,https://www.wga.hu/html/c/clouet/jean/index.html,France,French
"CLOVIO, Giulio",(1498-1578),High Renaissance,illuminator,https://www.wga.hu/html/c/clovio/index.html,Rome,Italian
"CLÈVE, Corneille van",(1646-1732),Baroque,sculptor,https://www.wga.hu/html/c/cleve_c/index.html,Paris,French
"CLÉRISSEAU, Charles Louis",(1721-1820),Neoclassicism,architect,https://www.wga.hu/html/c/clerisse/index.html,France,French
"CLÉSINGER, Auguste",(1814-1883),Romanticism,sculptor,https://www.wga.hu/html/c/clesinge/index.html,France,French
"COBERGHER, Wenceslas",(c. 1560-1634),Baroque,architect,https://www.wga.hu/html/c/coberghe/index.html,Flanders,Flemish
"COCHIN, Charles-Nicolas I",(1688-1754),Baroque,graphic,https://www.wga.hu/html/c/cochin/father/index.html,Paris,French
"COCHIN, Charles-Nicolas II",(1715-1790),Rococo,graphic,https://www.wga.hu/html/c/cochin/son/index.html,Paris,French
"COCK, Hieronymus",(c. 1510-1570),Mannerism,graphic,https://www.wga.hu/html/c/cock_h/son/index.html,Antwerp,Flemish
"COCK, Jan Wellens de",(c. 1490-c. 1529),Northern Renaissance,painter,https://www.wga.hu/html/c/cock_h/father/index.html,Antwerp,Flemish
"COCK, Paul de",(1724-1801),Rococo,painter,https://www.wga.hu/html/c/cock/index.html,Bruges,Flemish
"CODAZZI, Viviano",(1604-1670),Baroque,painter,https://www.wga.hu/html/c/codazzi/index.html,Rome,Italian
"CODDE, Pieter",(1599-1678),Baroque,painter,https://www.wga.hu/html/c/codde/index.html,Amsterdam,Dutch
"CODINO, Francesco",(c. 1590-d. 1635),Baroque,painter,https://www.wga.hu/html/c/codino/index.html,Italy,Italian
"CODUSSI, Mauro",(c. 1441-1504),High Renaissance,architect,https://www.wga.hu/html/c/codussi/index.html,Venice,Italian
"COECKE VAN AELST, Pieter",(1502-1550),Northern Renaissance,painter,https://www.wga.hu/html/c/coecke/index.html,Brussels,Flemish
"COELEMANS, Jacobus",(1654-1732),Baroque,graphic,https://www.wga.hu/html/c/coeleman/index.html,Flanders,Flemish
"COELLO, Claudio",(1642-1693),Baroque,painter,https://www.wga.hu/html/c/coello/index.html,Madrid,Spanish
"COENE, Jacques",(active 1398-1404),Medieval,illuminator,https://www.wga.hu/html/c/coene/index.html,Flanders,Flemish
"COESERMANS, Johannes",(active 1660s),Baroque,painter,https://www.wga.hu/html/c/coeserma/index.html,Delft,Dutch
"COESSAET, Jan",(active 1563-1587),Mannerism,painter,https://www.wga.hu/html/c/coessaet/index.html,Mechelen,Flemish
"COIGNET, Jules",(1798-1860),Realism,painter,https://www.wga.hu/html/c/coignet/index.html,Paris,French
COLA DA CAPRAROLA,(active 1494-1518),High Renaissance,architect,https://www.wga.hu/html/c/cola_c/index.html,Italy,Italian
COLA DELL'AMATRICE,(c. 1485-c. 1550),High Renaissance,architect,https://www.wga.hu/html/c/cola/index.html,AscoliPiceno,Italian
COLA DI PETRUCCIOLI,(active 1372-1401),Medieval,painter,https://www.wga.hu/html/c/cola_p/index.html,Orvieto,Italian
"COLE, Thomas",(1801-1848),Romanticism,painter,https://www.wga.hu/html/c/cole/index.html,United States,American
"COLENBRANDER, Theodoor Christiaan Adriaan",(1841-1930),Art Nouveau,potter,https://www.wga.hu/html/c/colenbra/index.html,Netherlands,Dutch
"COLI, Giovanni",(1636-1681),Baroque,painter,https://www.wga.hu/html/c/coli/index.html,Italy,Italian
"COLIJNS, David",(c. 1582-c. 1666),Baroque,painter,https://www.wga.hu/html/c/colijns/index.html,Amsterdam,Dutch
"COLIN, Alexandre-Marie",(1798-1873),Romanticism,painter,https://www.wga.hu/html/c/colin/index.html,France,French
"COLLANTES, Francisco",(1599-1656),Baroque,painter,https://www.wga.hu/html/c/collante/index.html,Madrid,Spanish
"COLLIER, Edwart",(c. 1640-1710),Baroque,painter,https://www.wga.hu/html/c/collier/index.html,Netherlands,Dutch
"COLLIN, Rémy",(active 1597-1634),Baroque,architect,https://www.wga.hu/html/c/collin/index.html,Fontainebleau,French
"COLLINO, Filippo",(1737-1801),Baroque,sculptor,https://www.wga.hu/html/c/collino/filippo/index.html,Turin,Italian
"COLLINO, Ignazio",(1724-1793),Baroque,sculptor,https://www.wga.hu/html/c/collino/ignazio/index.html,Turin,Italian
"COLLINS, Charles",(c. 1680-1744),Baroque,painter,https://www.wga.hu/html/c/collins/index.html,Ireland,Irish
"COLLINS, William",(1788-1847),Romanticism,painter,https://www.wga.hu/html/c/collins1/index.html,London,English
"COLLOT, Marie-Anne",(1748-1821),Neoclassicism,sculptor,https://www.wga.hu/html/c/collot/index.html,France,French
"COLOMBE, Jean",(c. 1430-c. 1496),Northern Renaissance,illuminator,https://www.wga.hu/html/c/colombe/jean/index.html,Bourges,French
"COLOMBE, Michel",(c. 1430-1512),Northern Renaissance,sculptor,https://www.wga.hu/html/c/colombe/michel/index.html,France,French
"COLOMBEL, Nicolas",(1644-1717),Baroque,painter,https://www.wga.hu/html/c/colombel/index.html,Paris,French
"COLONNA, Angelo Michele",(1604-1687),Baroque,painter,https://www.wga.hu/html/c/colonna/index.html,Italy,Italian
"COLONNA, Edward",(1862-1948),Art Nouveau,goldsmith,https://www.wga.hu/html/c/colonna1/index.html,Paris,German
"COLSON, Jean-François",(1733-1803),Rococo,painter,https://www.wga.hu/html/c/colson/index.html,France,French
"COLYN, Alexander",(c. 1526-1612),Mannerism,sculptor,https://www.wga.hu/html/c/colyn/index.html,Flanders,Flemish
"COMIN, Giovanni",(active 1673-1695),Baroque,sculptor,https://www.wga.hu/html/c/comin/index.html,Italy,Italian
"COMINELLI, Andrea",(active 1643-1688),Baroque,architect,https://www.wga.hu/html/c/cominell/index.html,Venice,Italian
"COMMODI, Andrea",(1560-1638),Baroque,painter,https://www.wga.hu/html/c/commodi/index.html,Rome,Italian
"COMPE, Jan ten",(1713-1761),Baroque,painter,https://www.wga.hu/html/c/compe/index.html,Amsterdam,Dutch
"CONCA, Sebastiano",(1680-1764),Baroque,painter,https://www.wga.hu/html/c/conca/index.html,Italy,Italian
"CONCA, Tommaso",(1734.1822),Neoclassicism,painter,https://www.wga.hu/html/c/conca_t/index.html,Rome,Italian
"CONGNET, Gillis",(c. 1538-1599),Mannerism,painter,https://www.wga.hu/html/c/congnet/index.html,Flanders,Flemish
"CONINCK, David de",(c. 1644-c. 1701),Baroque,painter,https://www.wga.hu/html/c/coninck/index.html,Flanders,Flemish
"CONINXLOO, Gillis van",(1544-1607),Mannerism,painter,https://www.wga.hu/html/c/coninxlo/index.html,Flanders,Flemish
"CONSTABLE, John",(1776-1837),Romanticism,painter,https://www.wga.hu/html/c/constabl/index.html,England,English
"CONSTANT, Benjamin",(1845-1902),Realism,painter,https://www.wga.hu/html/c/constant/index.html,Paris,French
"CONSTANTINI, Ermenegildo",(1731-1791),Rococo,painter,https://www.wga.hu/html/c/constanx/index.html,Italy,Italian
"CONTE, Jacopino del",(c. 1515-1598),Mannerism,painter,https://www.wga.hu/html/c/conte/index.html,Italy,Italian
"CONTE, Meiffren",(c. 1631-1705),Baroque,painter,https://www.wga.hu/html/c/conte_m/index.html,Marseille,French
"CONTI, Domenico",(c. 1742-1817),Neoclassicism,painter,https://www.wga.hu/html/c/conti_d/index.html,Rome,Italian
"CONTI, Francesco",(1681-1760),Baroque,painter,https://www.wga.hu/html/c/conti/index.html,Florence,Italian
"CONTIN, Antonio",(1566-1616),Baroque,architect,https://www.wga.hu/html/c/contin/antonio/index.html,Venice,Italian
"CONTIN, Francesco",(1585-1654),Baroque,architect,https://www.wga.hu/html/c/contin/francesc/index.html,Venice,Italian
"COOKE, Edward William",(1811-1880),Realism,painter,https://www.wga.hu/html/c/cooke/edward/index.html,London,English
"COOKE, George",(1781-1834),Realism,painter,https://www.wga.hu/html/c/cooke/george/index.html,London,English
"COOMANS, Pierre Olivier Joseph",(1816-1889),Realism,painter,https://www.wga.hu/html/c/coomans/index.html,Belgium,Belgian
"COOPER, Abraham",(1787-1868),Realism,painter,https://www.wga.hu/html/c/cooper/index.html,London,English
"COOPER, Thomas Sidney",(1803-1902),Romanticism,painter,https://www.wga.hu/html/c/cooper_t/index.html,London,English
"COORNHERT, Dirck Volkertsz.",(1522-1590),Mannerism,graphic,https://www.wga.hu/html/c/coornher/index.html,Amsterdam,Dutch
"COORTE, Adriaen",(active 1683-1707),Baroque,painter,https://www.wga.hu/html/c/coorte/index.html,Middelburg,Dutch
"COPLEY, John Singleton",(1738-1815),Rococo,painter,https://www.wga.hu/html/c/copley/index.html,England,English
"COPPENS, Augustin",(1668-1740),Rococo,painter,https://www.wga.hu/html/c/coppens/index.html,Brussels,Flemish
COPPO DI MARCOVALDO,(c. 1225-c. 1274),Medieval,painter,https://www.wga.hu/html/c/coppo/index.html,Florence,Italian
"COQUES, Gonzales",(1614-1684),Baroque,painter,https://www.wga.hu/html/c/coques/index.html,Antwerp,Flemish
"CORDIER, Charles-Henri-Joseph",(1827-1905),Romanticism,sculptor,https://www.wga.hu/html/c/cordierc/index.html,France,French
"CORDIER, Nicolas",(c. 1567-1612),Baroque,sculptor,https://www.wga.hu/html/c/cordier/index.html,Rome,French
"CORINTH, Lovis",(1858-1925),Impressionism,painter,https://www.wga.hu/html/c/corinth/index.html,Germany,German
"CORIOLANO, Cristoforo",(1540-c. 1600),Mannerism,graphic,https://www.wga.hu/html/c/coriolan/index.html,Venice,German
"CORMON, Fernand",(1845-1924),Realism,painter,https://www.wga.hu/html/c/cormon/index.html,Paris,French
"CORNACCHINI, Agostino",(1683-1754),Baroque,sculptor,https://www.wga.hu/html/c/cornacch/index.html,Rome,Italian
CORNEILLE DE LYON,(1500/10-after 1574),Mannerism,painter,https://www.wga.hu/html/c/corneill/index.html,Lyon,French
"CORNEILLE, Michel I",(c. 1601-1664),Baroque,painter,https://www.wga.hu/html/c/corneilm/index.html,Paris,French
CORNELIS VAN HAARLEM,(1562-1638),Mannerism,painter,https://www.wga.hu/html/c/cornelis/index.html,Haarlem,Dutch
"CORNELISZ VAN OOSTSANEN, Jacob",(c. 1472-1533),Northern Renaissance,painter,https://www.wga.hu/html/c/corneliz/index.html,Amsterdam,Netherlandish
"CORNELIUS, Peter",(1783-1867),Romanticism,painter,https://www.wga.hu/html/c/corneliu/index.html,Germany,German
"CORNET, Jacobus Ludovicus",(1815-1882),Realism,painter,https://www.wga.hu/html/c/cornet/index.html,Leiden,Dutch
"CORNIOLE, Giovanni delle",(c. 1470-c. 1516),High Renaissance,sculptor,https://www.wga.hu/html/c/corniole/index.html,Florence,Italian
"CORONA, Leonardo",(1561-1605),Mannerism,painter,https://www.wga.hu/html/c/corona/index.html,Venice,Italian
"COROT, Jean-Baptiste Camille",(1796-1875),Realism,painter,https://www.wga.hu/html/c/corot/index.html,France,French
"CORRADINI, Antonio",(1668-1752),Baroque,sculptor,https://www.wga.hu/html/c/corradin/index.html,Italy,Italian
CORREGGIO,(c. 1490-1534),High Renaissance,painter,https://www.wga.hu/html/c/correggi/index.html,Parma,Italian
"CORT, Cornelis",(1536-1578),Mannerism,graphic,https://www.wga.hu/html/c/cort/index.html,Rome,Netherlandish
"CORTE, Gabriel de la",(1648-1694),Baroque,painter,https://www.wga.hu/html/c/corte/index.html,Madrid,Spanish
"CORTE, Juan de la",(c. 1590-1662),Baroque,painter,https://www.wga.hu/html/c/corte_j/index.html,Madrid,Spanish
"CORTE, Niccolò da",(before 1507-1552),High Renaissance,sculptor,https://www.wga.hu/html/c/corte_n/index.html,Italy,Italian
"CORTESE, Cristoforo",(active c. 1399-before 1445),Medieval,illuminator,https://www.wga.hu/html/c/cortese/index.html,Venice,Italian
"CORTONA, Pietro da",(1596-1669),Baroque,painter,https://www.wga.hu/html/c/cortona/index.html,Rome,Italian
"CORTVRIENDT, Jan",(d. 1681),Baroque,architect,https://www.wga.hu/html/c/cortvrie/index.html,Brussels,Flemish
"CORVI, Domenico",(1721-1803),Rococo,painter,https://www.wga.hu/html/c/corvi/index.html,Italy,Italian
"COSIJN, Jan",(1646-1708),Baroque,architect,https://www.wga.hu/html/c/cosijn/index.html,Brussels,Flemish
"COSMA, Deodato di",(active around 1300),Medieval,sculptor,https://www.wga.hu/html/c/cosma/deodato/index.html,Rome,Italian
"COSMA, Giovanni di",(active 1296-1303),Medieval,sculptor,https://www.wga.hu/html/c/cosma/giovanni/index.html,Rome,Italian
"COSSA, Francesco del",(c. 1435-c. 1477),Early Renaissance,painter,https://www.wga.hu/html/c/cossa/index.html,Ferrara,Italian
"COSSIERS, Jan",(1600-1671),Baroque,painter,https://www.wga.hu/html/c/cossiers/index.html,Antwerp,Flemish
"COSTA E SILVA, José da",(1747-1819),Neoclassicism,architect,https://www.wga.hu/html/c/costa_e/index.html,Portugal,Portuguese
"COSTA LIMA, Joaquim da",(1806-1864),Neoclassicism,architect,https://www.wga.hu/html/c/costa_l/index.html,Oporto,Portuguese
"COSTA, Giovanni",(1826-1903),Realism,painter,https://www.wga.hu/html/c/costa_g/index.html,Italy,Italian
"COSTA, Lorenzo the Elder",(c. 1460-1535),Early Renaissance,painter,https://www.wga.hu/html/c/costa/lorenzo/index.html,Ferrara,Italian
"COSTA, Lorenzo the Younger",(1537-1583),Mannerism,painter,https://www.wga.hu/html/c/costa/lorenzo2/index.html,Mantua,Italian
"COSTER, Adam de",(c. 1586-1643),Baroque,painter,https://www.wga.hu/html/c/coster/index.html,Antwerp,Flemish
"COSTER, Arent",(active 1521-1563),Northern Renaissance,goldsmith,https://www.wga.hu/html/c/coster_a/index.html,Amsterdam,Netherlandish
"COSTER, Jan",(active 1521-1563),Northern Renaissance,goldsmith,https://www.wga.hu/html/c/coster_j/index.html,Amsterdam,Netherlandish
"COSWAY, Richard",(1742-1821),Rococo,miniaturist,https://www.wga.hu/html/c/cosway/index.html,England,English
"COT, Pierre-Auguste",(1837-1883),Realism,painter,https://www.wga.hu/html/c/cot/index.html,Paris,French
"COTELLE, Jean II",(1642-1708),Baroque,painter,https://www.wga.hu/html/c/cotelle/index.html,France,French
"COTER, Colijn de",(c. 1446),Northern Renaissance,painter,https://www.wga.hu/html/c/coter/index.html,Brussels,Flemish
"COTES, Francis",(1726-1770),Rococo,painter,https://www.wga.hu/html/c/cotes/index.html,London,English
"COTMAN, Frederick George",(1850-1920),Realism,painter,https://www.wga.hu/html/c/cotman/frederic/index.html,England,English
"COTMAN, John Sell",(1782-1842),Romanticism,painter,https://www.wga.hu/html/c/cotman/john/index.html,Norwich,English
"COTTART, Pierre",(c. 1630-1701),Baroque,architect,https://www.wga.hu/html/c/cottart/index.html,Paris,French
"COTTE, Robert de",(1656-1735),Baroque,architect,https://www.wga.hu/html/c/cotte/index.html,France,French
"COUDER, Auguste",(1790-1873),Romanticism,painter,https://www.wga.hu/html/c/couder/index.html,France,French
"COURBET, Gustave",(1819-1877),Realism,painter,https://www.wga.hu/html/c/courbet/index.html,France,French
"COURT, Jean de",(active 1555-1585),Mannerism,painter,https://www.wga.hu/html/c/court_j/index.html,France,French
"COURT, Joseph-Désiré",(1797-1865),Romanticism,painter,https://www.wga.hu/html/c/court/index.html,France,French
"COURTEYS, Pierre",(c. 1520-c. 1586),Mannerism,sculptor,https://www.wga.hu/html/c/courteys/index.html,France,French
