ARTIST,BIRTH DATA,PROFESSION,SCHOOL,URL
"BUNDEL, Willem van den","(b. ca. 1577, Bruxelles, d. 1655, Delft)",painter,Flemish,https://www.wga.hu/bio/b/bundel/biograph.html
"BUNKER, Dennis Miller","(b. 1861, New York, d. 1890, Boston)",painter,American,https://www.wga.hu/bio/b/bunker/biograph.html
"BUONCONSIGLIO, Giovanni","(b. ca. 1465, Vicenza, d. ca. 1535, Venezia)",painter,Italian,https://www.wga.hu/bio/b/buoncons/biograph.html
"BUONSIGNORI, Stefano","(d. 1589, Firenze)",graphic artist,Italian,https://www.wga.hu/bio/b/buonsign/biograph.html
"BUONTALENTI, Bernardo","(b. ca. 1531, Firenze, d. 1608, Firenze)",architect,Italian,https://www.wga.hu/bio/b/buontale/biograph.html
"BUORA, Giovanni di Antonio","(b. ca. 1450, Osteno, d. 1513, Venezia)",architect,Italian,https://www.wga.hu/bio/b/buora/biograph.html
"BURCH, Cornelis Jansz. van der Burch",(active 1579-1614 in Delft),goldsmith,Dutch,https://www.wga.hu/bio/b/burch_c/biograph.html
"BURCH, Hendrick van der","(b. 1627, Naaldwijk, d. after 1666, Leiden)",painter,Dutch,https://www.wga.hu/bio/b/burch/biograph.html
"BURG, Adriaan van der","(b. 1693, Dordrecht, d. 1733, Dordrecht)",painter,Dutch,https://www.wga.hu/bio/b/burg/biograph.html
"BURGHAUSEN, Hans von","(b. ca. 1355, Burghausen, d. 1432, Landshut)",architect,German,https://www.wga.hu/bio/b/burghaus/biograph.html
"BURGKMAIR, Hans","(b. 1473, Augsburg, d. 1531, Augsburg)",painter,German,https://www.wga.hu/bio/b/burgkmai/biograph.html
"BURGOS, Juan de",(active in 1450s in León),painter,Spanish,https://www.wga.hu/bio/b/burgos/biograph.html
"BÜRING, Johann Gottfried","(b. 1723, Hamburg, d. after 1788)",architect,German,https://www.wga.hu/bio/b/buring/biograph.html
"BÜRKEL, Heinrich","(b. 1802, Pirmasens, d. 1869, München)",painter,German,https://www.wga.hu/bio/b/burkel/biograph.html
"BURLAMACCHI, Eufrasia","(b. ca. 1482, Lucca, d. 1548, Lucca)",illuminator,Italian,https://www.wga.hu/bio/b/burlamac/biograph.html
"BURNE-JONES, Edward","(b. 1833, Birmingham, d. 1898, London)",painter,English,https://www.wga.hu/bio/b/burnejon/biograph.html
"BURTON, Decimus","(b. 1800, London, d. 1881, London)",architect,English,https://www.wga.hu/bio/b/burton/biograph.html
"BURY, Friedrich","(b. 1761, Hanau, d. 1823, Aachen)",painter,German,https://www.wga.hu/bio/b/bury/biograph.html
"BUSCH, Johann Joachim","(b. 1720, Schwerin, d. 1802, Plau am See)",architect,German,https://www.wga.hu/bio/b/busch/biograph.html
"BUSHNELL, John",(c. 1630-1701),sculptor,English,https://www.wga.hu/bio/b/bushnell/biograph.html
"BUSIRI, Giovanni Battista","(b. 1698, Roma, d. 1757, Roma)",painter,Italian,https://www.wga.hu/bio/b/busiri/biograph.html
"BUSSI, Santino","(b. 1664, Bissone, d. 1736, Wien)",sculptor,Austrian,https://www.wga.hu/bio/b/bussi/biograph.html
"BUTI, Lodovico",(c. 1555-1611),painter,Italian,https://www.wga.hu/bio/b/buti/biograph.html
"BUTINONE, Bernardino Jacopi","(b. ca. 1436, Treviglio, d. ca. 1507)",painter,Italian,https://www.wga.hu/bio/b/butinone/biograph.html
"BUTTAFOGO, Antonio",(active 1772-1817),painter,Italian,https://www.wga.hu/bio/b/buttafog/biograph.html
"BUTTERI, Giovanni Maria","(b. ca. 1540, Firenze, d. ca. 1606, Firenze)",painter,Italian,https://www.wga.hu/bio/b/butteri/biograph.html
"BUYS, Jacobus","(b. 1724, Amsterdam, d. 1801, Amsterdam)",graphic artist,Dutch,https://www.wga.hu/bio/b/buys/biograph.html
"BUYSTER, Philippe de","(b. 1595, Antwerpen, d. 1688, Paris)",sculptor,Flemish,https://www.wga.hu/bio/b/buyster/biograph.html
"BUYTEWECH, Willem Pietersz.","(b. 1591/92, Rotterdam, d. 1625, Rotterdam)",painter,Dutch,https://www.wga.hu/bio/b/buytewec/biograph.html
"BUZZI, Ippolito","(b. ca. 1562, Viggiù, 1634, Roma)",sculptor,Italian,https://www.wga.hu/bio/b/buzzi/biograph.html
"BYSS, Johann Rudolf","(b. 1660, Solothurn, d. 1738, Würzburg)",painter,Swiss,https://www.wga.hu/bio/b/byss/biograph.html
"CABAILLOT-LASSALLE, Camille-Léopold","(b. 1839, Paris, d, 1888, Paris)",painter,French,https://www.wga.hu/bio/c/cabaillo/biograph.html
"CABANEL, Alexandre","(b. 1823, Montpellier, d. 1889, Paris)",painter,French,https://www.wga.hu/bio/c/cabanel/biograph.html
"CABAT, Louis-Nicolas","(b. 1812, Paris, d. 1893, Paris)",painter,French,https://www.wga.hu/bio/c/cabat/biograph.html
"CABEL, Adriaan van der","(b. ca. 1630, Rijswijk, d. 1705, Lyon)",painter,Dutch,https://www.wga.hu/bio/c/cabel/biograph.html
"CABEZALERO, Juan Martín","(b. 1633, Almadén, d. 1673, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/cabezale/biograph.html
"CABIANCA, Francesco","(b. 1665, Venezia, d. 1737, Venezia)",sculptor,Italian,https://www.wga.hu/bio/c/cabianca/biograph.html
"CABIANCA, Vincenzo","(b. 1827, Verona, d. 1902, Roma)",painter,Italian,https://www.wga.hu/bio/c/cabian_v/biograph.html
"CACCIA, Guglielmo","(b. 1568, Montabone, d. 1625, Moncalvo)",painter,Italian,https://www.wga.hu/bio/c/caccia/guglielm/biograph.html
"CACCIA, Orsola Maddalena","(b. 1596, Moncalvo, d. 1676, Moncalvo)",painter,Italian,https://www.wga.hu/bio/c/caccia/orsola/biograph.html
"CACCIANIGA, Francesco","(b. 1700, Milano, d. 1781, Roma)",painter,Italian,https://www.wga.hu/bio/c/cacciani/biograph.html
"CACCINI, Giovanni Battista","(b. 1556, Roma, d. 1613, Firenze)",architect,Italian,https://www.wga.hu/bio/c/caccini/biograph.html
"CACIALLI, Giuseppe","(b. 1770, Firenze, d. 1828, Firenze)",architect,Italian,https://www.wga.hu/bio/c/cacialli/biograph.html
"CADES, Giuseppe","(b. 1750, Roma, d. 1799, Roma)",painter,Italian,https://www.wga.hu/bio/c/cades/biograph.html
"CADORIN, Ludovico","(b. 1824, Venezia, d. 1892, Venezia)",architect,Italian,https://www.wga.hu/bio/c/cadorin/biograph.html
"CAFÀ, Melchiorre","(b. 1638, Vittoriosa, d. 1667, Roma)",sculptor,Italian,https://www.wga.hu/bio/c/cafa/biograph.html
"CAFFI, Ippolito","(b. 1809, Belluno, d. 1866, at sea)",painter,Italian,https://www.wga.hu/bio/c/caffi/biograph.html
"CAFFI, Margherita ","(b. ca. 1650, Vicenza, d. 1710, Milano)",painter,Italian,https://www.wga.hu/bio/c/caffi_m/biograph.html
"CAFFIÉRI, Jean-Jacques","(b. 1725, Paris, d. 1792, Paris)",sculptor,French,https://www.wga.hu/bio/c/caffieri/jeanjacq/biograph.html
"CAFFIÉRI, Philippe","(b. 1714, Paris, d. 1774, Paris)",goldsmith,French,https://www.wga.hu/bio/c/caffieri/philippe/biograph.html
"CAGNACCI, Guido","(b. 1601, Sant'Arcangelo di Romagna, d. 1682, Wien)",painter,Italian,https://www.wga.hu/bio/c/cagnacci/biograph.html
"CAGNOLA, Luigi","(b. 1762, Milano, d. 1833, Inverigo)",architect,Italian,https://www.wga.hu/bio/c/cagnola/biograph.html
"CAILLEBOTTE, Gustave","(b. 1848, Paris, d. 1894, Gennevilliers)",painter,French,https://www.wga.hu/bio/c/caillebo/biograph.html
"CAIN, Auguste Nicolas","(b. 1822, Paris, d. 1894, Paris)",sculptor,French,https://www.wga.hu/bio/c/cain/biograph.html
"CAIRO, Francesco del","(b. 1607, Milano, d. 1665, Milano)",painter,Italian,https://www.wga.hu/bio/c/cairo/biograph.html
"CAJÉS, Eugenio","(b. 1575, Madrid, d. 1634, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/cajes/eugenio/biograph.html
"CAJÉS, Patrizio","(b. ca. 1540, Arezzo, d. 1612, Madrid)",painter,Italian,https://www.wga.hu/bio/c/cajes/patrizio/biograph.html
"CALAME, Alexandre","(b. 1810, Vevey, d. 1864, Menton)",painter,Swiss,https://www.wga.hu/bio/c/calame/biograph.html
"CALCAR, Jan Steven van","(b. ca. 1499, Calcar, d. ca. 1546, Napoli)",painter,Flemish,https://www.wga.hu/bio/c/calcar/biograph.html
"CALENDARIO, Filippo","(b. before 1315, ?, d. 1355, Venezia)",sculptor,Italian,https://www.wga.hu/bio/c/calendar/biograph.html
"CALIARI, Benedetto","(b. 1538, Verona, d. 1598, Venezia)",painter,Italian,https://www.wga.hu/bio/c/caliari/benedett/biograph.html
"CALIARI, Carlo","(b. ca. 1567, Venezia, d. ca. 1592, Venezia)",painter,Italian,https://www.wga.hu/bio/c/caliari/carlo/biograph.html
"CALLET, Antoine-François","(b. 1741, Paris, d. 1823, Paris)",painter,French,https://www.wga.hu/bio/c/callet/biograph.html
"CALLOIGNE, Jan Robert","(b. 1775, Bruges, d. 1830, Antwerpen)",sculptor,French,https://www.wga.hu/bio/c/calloign/biograph.html
"CALLOT, Jacques","(b. 1592, Nancy, d. 1635, Nancy)",graphic artist,French,https://www.wga.hu/bio/c/callot/biograph.html
"CALRAET, Abraham van","(b. 1642, Dordrecht, d. 1722, Dordrecht)",painter,Dutch,https://www.wga.hu/bio/c/calraet/biograph.html
"CALS, Adolphe-Félix","(b. 1810, Paris, d. 1880, Honfleur)",painter,French,https://www.wga.hu/bio/c/cals/biograph.html
"CALSTER, Maarten van","(b. ca. 1574, Mechelen, d. 1628, Mechelen)",sculptor,Flemish,https://www.wga.hu/bio/c/calster/biograph.html
"CALVAERT, Denys","(b. 1540, Antwerpen, d. 1619, Bologna)",painter,Flemish,https://www.wga.hu/bio/c/calvaert/biograph.html
"CALVI, Jacopo Alessandro","(b. 1740, Bologna, d. 1815, Bologna)",painter,Italian,https://www.wga.hu/bio/c/calvi/biograph.html
"CALZA, Antonio","(b. 1653, Verona, d. 1725, Verona)",painter,Italian,https://www.wga.hu/bio/c/calza/biograph.html
CAMAINO DI CRESCENTINO,"(b. ca. 1260, Siena, d. ca. 1337, Siena)",architect,Italian,https://www.wga.hu/bio/c/camaino/biograph.html
"CAMASSEI, Andrea","(b. 1602, Bevagna, d. 1649, Roma)",painter,Italian,https://www.wga.hu/bio/c/camassei/biograph.html
"CAMBIASO, Luca","(b. 1527, Genova, d. 1585, Madrid)",painter,Italian,https://www.wga.hu/bio/c/cambiaso/biograph.html
"CAMERON, Charles","(b. 1745, London, d. 1812, St. Petersburg)",architect,English,https://www.wga.hu/bio/c/cameron/biograph.html
"CAMETTI, Bernardino","(b. 1669, Rome, d. 1736, Rome)",sculptor,Italian,https://www.wga.hu/bio/c/cametti/biograph.html
"CAMILLIANI, Camillo","(active ca. 1574, d. ca. 1603, Palermo)",architect,Italian,https://www.wga.hu/bio/c/camillia/son/biograph.html
"CAMILLIANI, Francesco",(d. 1586),architect,Italian,https://www.wga.hu/bio/c/camillia/father/biograph.html
"CAMILO, Francisco","(b. 1615, Madrid, d. 1673, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/camilo/biograph.html
"CAMMARANO, Michele","(b. 1835, Napoli, d. 1920, Napoli)",painter,Italian,https://www.wga.hu/bio/c/cammaran/biograph.html
"CAMPAGNA, Girolamo","(b. ca. 1549, Verona, d. 1625, Venezia)",sculptor,Italian,https://www.wga.hu/bio/c/campagna/biograph.html
"CAMPAGNOLA, Domenico","(b. 1500, Venezia, d. 1564, Padova)",graphic artist,Italian,https://www.wga.hu/bio/c/campagno/biograph.html
"CAMPAÑA, Pedro de","(b. 1503, Bruxelles, d. 1580, Bruxelles)",painter,Spanish,https://www.wga.hu/bio/c/campana/biograph.html
"CAMPEN, Jacob van","(b. 1595, Haarlem, d. 1657, Amersfoort)",architect,Dutch,https://www.wga.hu/bio/c/campen/biograph.html
"CAMPENY Y ESTANY, Damián","(b. 1771, Mataró, d. 1855, Barcelona)",sculptor,Spanish,https://www.wga.hu/bio/c/campeny/biograph.html
"CAMPHUYSEN, Govert Dircksz.","(b. ca. 1623, Dokkum, d. 1672, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/c/camphuys/biograph.html
"CAMPI, Antonio","(b. 1523, Cremona, d. 1587, Cremona)",painter,Italian,https://www.wga.hu/bio/c/campi/antonio/biograph.html
"CAMPI, Giulio","(b. ca. 1508, Cremona, d. 1572, Cremona)",painter,Italian,https://www.wga.hu/bio/c/campi/giulio/biograph.html
"CAMPI, Vincenzo","(b. ca. 1530, Cremona, d. 1591, Cremona)",painter,Italian,https://www.wga.hu/bio/c/campi/vincenzo/biograph.html
"CAMPROBÍN, Pedro de","(b. 1605, Almagro, d. 1674, Sevilla)",painter,Spanish,https://www.wga.hu/bio/c/camprobi/biograph.html
"CAMUCCINI, Vincenzo","(b. 1771, Roma, d. 1844, Roma)",painter,Italian,https://www.wga.hu/bio/c/camuccin/biograph.html
"CANAL, Bernardo","(b. 1664, Venezia, d. 1744, Venezia)",painter,Italian,https://www.wga.hu/bio/c/canal/biograph.html
"CANAL, Giambattista","(b. 1745, Venezia, d. 1825, Venezia)",painter,Italian,https://www.wga.hu/bio/c/canalgia/biograph.html
CANALETTO,"(b. 1697, Venezia, d. 1768, Venezia)",painter,Italian,https://www.wga.hu/bio/c/canalett/biograph.html
"CANAVESIO, Giovanni","(b. ca. 1451, Pinerolo, d. after 1500)",painter,Italian,https://www.wga.hu/bio/c/canavesi/biograph.html
"CANDID, Peter","(b. ca. 1548, Brugge, d. 1628, München)",painter,Flemish,https://www.wga.hu/bio/c/candid/biograph.html
"CANE, Ottaviano","(b. before 1495, Trino Vercellese, d. 1575, Trino Vercellese)",painter,Italian,https://www.wga.hu/bio/c/cane/biograph.html
"CANELLA, Giuseppe","(b. 1788, Verona, d. 1847, Firenze)",painter,Italian,https://www.wga.hu/bio/c/canella/biograph.html
"CANEVALE, Isidore","(b. 1730, Vincennes, d. 1786, Wien)",architect,French,https://www.wga.hu/bio/c/canevale/biograph.html
"CANO, Alonso","(b. 1601, Granada, d. 1667, Granada)",painter,Spanish,https://www.wga.hu/bio/c/cano/biograph.html
"CANOVA, Antonio","(b. 1757, Possagno, d. 1822, Venezia)",sculptor,Italian,https://www.wga.hu/bio/c/canova/biograph.html
"CANTARINI, Simone","(b. 1612, Pesaro, d. 1648, Pesaro)",painter,Italian,https://www.wga.hu/bio/c/cantarin/biograph.html
"CANTOFOLI, Ginevra","(b. 1618, Bologna, d. 1672, Bologna)",painter,Italian,https://www.wga.hu/bio/c/cantofol/biograph.html
"CANUTI, Domenico Maria","(b. 1625, Bologna, d. 1684, Bologna)",painter,Italian,https://www.wga.hu/bio/c/canuti/biograph.html
"CAPANNA, Puccio",(active 1338-1348 in Assisi),painter,Italian,https://www.wga.hu/bio/c/capanna/biograph.html
"CAPELLI, Camillo di","(active 1514, d. 1568, Venice)",painter,Italian,https://www.wga.hu/bio/c/capelli/biograph.html
"CAPET, Marie-Gabrielle","(b. 1761, Lyon, d. 1818, Paris)",painter,French,https://www.wga.hu/bio/c/capet/biograph.html
"CAPORALI, Bartolomeo","(b. ca. 1420, Perugia, d. 1505, Perugia)",painter,Italian,https://www.wga.hu/bio/c/caporali/biograph.html
"CAPPELLA, Francesco","(b. 1711, Venezia, d. 1774, Bergamo)",painter,Italian,https://www.wga.hu/bio/c/cappella/biograph.html
"CAPPELLE, Jan van de","(b. 1626, Amsterdam, d. 1679, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/c/cappelle/biograph.html
"CAPPONI, Luigi di Pietro",(active 1485-1500 in Rome),sculptor,Italian,https://www.wga.hu/bio/c/capponi/biograph.html
"CAPRIOLO, Domenico","(b. 1494, Venezia, d. 1528, Treviso)",painter,Italian,https://www.wga.hu/bio/c/capriolo/biograph.html
"CARACCIOLO, Giovanni Battista","(b. 1578, Napoli, d. 1635, Napoli)",painter,Italian,https://www.wga.hu/bio/c/caraccio/biograph.html
"CARADOSSI, Vittorio","(b. 1861, Firenze, d. 1918, Firenze)",sculptor,Italian,https://www.wga.hu/bio/c/carados/biograph.html
CARADOSSO,"(b. ca. 1452, Modonico, d. 1527, ?)",goldsmith,Italian,https://www.wga.hu/bio/c/caradoss/biograph.html
"CARAGLIO, Giovanni Jacopo","(b. 1500/05, Verona, d. 1565, Krakow)",graphic artist,Italian,https://www.wga.hu/bio/c/caraglio/biograph.html
"CARATTI, Francesco","(b. ca. 1615, Bissone, d. 1677, Prague)",architect,Italian,https://www.wga.hu/bio/c/caratti/biograph.html
CARAVAGGIO,"(b. 1573, Caravaggio, d. 1610, Porto Ercole)",painter,Italian,https://www.wga.hu/bio/c/caravagg/biograph.html
"CARBAJAL, Luis de","(b. 1531, Toledo, d. ca. 1621)",painter,Spanish,https://www.wga.hu/bio/c/carbajal/biograph.html
"CARCANI, Filippo",(active 1657-1686 in Rome),architect,Italian,https://www.wga.hu/bio/c/carcani/biograph.html
"CARDUCHO, Bartolomé","(b. 1554, Firenze, d. 1608, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/carducho/bartolom/biograph.html
"CARDUCHO, Vicente","(b. 1576, Florence, d. 1638, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/carducho/vicente/biograph.html
"CARIANI, Giovanni","(b. ca. 1485, San Giovanni Bianco, d. ca. 1547, Venezia)",painter,Italian,https://www.wga.hu/bio/c/cariani/biograph.html
"CARLEVARIS, Luca","(b. 1663, Udine, d. 1730, Venezia)",painter,Italian,https://www.wga.hu/bio/c/carlevar/biograph.html
"CARLEVARIS, Marianna","(b. 1703, Venezia, d. ca. 1750, Venezia)",painter,Italian,https://www.wga.hu/bio/c/carlevax/biograph.html
"CARLIN, Martin","(b. ca. 1730, Freiburg, d. 1785, Paris)",cabinet-maker,French,https://www.wga.hu/bio/c/carlin/biograph.html
"CARLONE, Carlo Antonio","(b. 1635, Scaria, d. 1708, Passau)",architect,Italian,https://www.wga.hu/bio/c/carlone2/carlo1/biograph.html
"CARLONE, Carlo Innocenzo","(b. 1686, Scaria, d. 1775, Como)",painter,Italian,https://www.wga.hu/bio/c/carlone2/carlo/biograph.html
"CARLONE, Diego Francesco","(b. 1674, Scaria, d. 1750, Scaria)",sculptor,Italian,https://www.wga.hu/bio/c/carlone2/diego/biograph.html
"CARLONE, Giovanni Andrea","(b. 1639, Genova, d. 1697, Genova)",painter,Italian,https://www.wga.hu/bio/c/carlone/giovandr/biograph.html
"CARLONE, Giovanni Battista","(b. 1603, Genova, d. 1684, Genova)",painter,Italian,https://www.wga.hu/bio/c/carlone/giovbatt/biograph.html
"CARLONE, Giovanni Battista II","(b. ca. 1641, Scaria, d. ca. 1720, Scaria)",sculptor,Italian,https://www.wga.hu/bio/c/carlone2/giovanni/biograph.html
"CARMONTELLE, Louis Carrogis de","(b. 1717, Paris, d. 1806, Paris)",painter,French,https://www.wga.hu/bio/c/carmonte/biograph.html
"CARNERI, Matteo","(b. 1592, Trento, d. 1673, Trentino)",sculptor,Italian,https://www.wga.hu/bio/c/carneri/biograph.html
"CARNEVALE, Fra","(b. ca. 1425, Urbino, d. 1484, Urbino)",painter,Italian,https://www.wga.hu/bio/c/carneval/biograph.html
"CARNICERO Y MANCIO, Antonio","(b. 1748, Salamanca, d. 1814, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/carnicer/biograph.html
"CARNOVALI, Giovanni","(b. 1804, Montegrino, d. 1873, Cremona)",painter,Italian,https://www.wga.hu/bio/c/carnoval/biograph.html
"CARO, Baldassare de","(b. 1689, Napoli, d. 1750, Napoli)",painter,Italian,https://www.wga.hu/bio/c/caro/biograph.html
CAROLUS-DURAN,"(b. 1837, Lille, d. 1917, Paris)",painter,French,https://www.wga.hu/bio/c/carolus/biograph.html
"CARON, Antoine","(b. 1521, Beauvais, d. 1599, Paris)",painter,French,https://www.wga.hu/bio/c/caron/biograph.html
"CAROSELLI, Angelo","(b. 1585, Roma, d. 1652, Roma)",painter,Italian,https://www.wga.hu/bio/c/carosell/biograph.html
"CAROTO, Giovanni Francesco","(b. 1480, Verona, d. ca. 1555, Verona)",painter,Italian,https://www.wga.hu/bio/c/caroto/biograph.html
"CARPACCIO, Vittore","(b. 1472, Venezia, d. 1526, Capodistria)",painter,Italian,https://www.wga.hu/bio/c/carpacci/biograph.html
"CARPEAUX, Jean-Baptiste","(b. 1827, Valenciennes, d. 1875, Courbevoie)",sculptor,French,https://www.wga.hu/bio/c/carpeaux/biograph.html
"CARPI, Girolamo da","(b. 1501, Ferrara, d. 1556, Ferrara)",painter,Italian,https://www.wga.hu/bio/c/carpi/biograph.html
"CARPIONI, Giulio","(b. 1613, Venezia, d. 1678, Venezia)",painter,Italian,https://www.wga.hu/bio/c/carpioni/biograph.html
"CARR, John","(b. 1723, Wakefield, d. 1807, Horbury)",architect,English,https://www.wga.hu/bio/c/carr/biograph.html
"CARRACCI, Agostino","(b. 1557, Bologna, d. 1602, Bologna)",painter,Italian,https://www.wga.hu/bio/c/carracci/agostino/biograph.html
"CARRACCI, Annibale","(b. 1560, Bologna, d. 1609, Roma)",painter,Italian,https://www.wga.hu/bio/c/carracci/annibale/biograph.html
"CARRACCI, Antonio","(b. ca. 1583, Venezia, d. 1618, Roma)",painter,Italian,https://www.wga.hu/bio/c/carracci/antonio/biograph.html
"CARRACCI, Lodovico","(b. 1555, Bologna, d. 1619, Bologna)",painter,Italian,https://www.wga.hu/bio/c/carracci/lodovico/biograph.html
"CARRADORI, Francesco","(b. 1747, Pistoia, d. 1824, Firenze)",sculptor,Italian,https://www.wga.hu/bio/c/carrador/biograph.html
"CARRARI, Baldassare","(b. ca. 1460, Forli, d. 1516, Forli)",painter,Italian,https://www.wga.hu/bio/c/carrari/biograph.html
"CARREÑO DE MIRANDA, Juan","(b. 1614, Avilés, d. 1685, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/carreno/biograph.html
"CARRIERA, Rosalba","(b. 1675, Venezia, d. 1757, Venezia)",painter,Italian,https://www.wga.hu/bio/c/carriera/biograph.html
"CARRIER-BELLEUSE, Albert-Ernest","(b. 1824, Anizy-le-Château, d. 1887, Sèvres)",sculptor,French,https://www.wga.hu/bio/c/carrier/biograph.html
"CARRIÈRE, Eugène","(b. 1849, Gournay-sur-Marne, d. 1906, Paris)",painter,French,https://www.wga.hu/bio/c/carriere/biograph.html
"CARS, Laurent","(b. 1699, Lyon, d. 1771, Paris)",graphic artist,French,https://www.wga.hu/bio/c/cars/biograph.html
"CARSTENS, Asmus Jakob","(b. 1754, Sanct Gürgen, d. 1798, Roma)",painter,Danish,https://www.wga.hu/bio/c/carstens/biograph.html
"CARTELLIER, Pierre","(b. 1757, Paris, d. 1831, Paris)",sculptor,French,https://www.wga.hu/bio/c/cartelli/biograph.html
"CARUS, Karl Gustav","(b. 1789, Leipzig, d. 1869, Dresden)",painter,German,https://www.wga.hu/bio/c/carus/biograph.html
"CASA, Nicolò della",(active 1543-1548 in Italy),graphic artist,French,https://www.wga.hu/bio/c/casa/biograph.html
"CASALI, Andrea","(b. 1705, Roma, d. 1764, Roma)",painter,Italian,https://www.wga.hu/bio/c/casali/biograph.html
"CASAS I CARBÓ, Ramón","(b. 1866, Barcelona, d. 1932, Barcelona)",painter,Spanish,https://www.wga.hu/bio/c/casas/biograph.html
"CASAS Y NÓVOA, Fernando de","(b. 1691, Santiago de Compostela, d. 1749, Santiago de Compostela)",architect,Spanish,https://www.wga.hu/bio/c/casas_no/biograph.html
"CASINI, Valore","(b. 1590, Firenze, d. 1660, Firenze)",painter,Italian,https://www.wga.hu/bio/c/casini/biograph.html
"CASSANA, Giovanni Agostino","(b. ca. 1658, Venezia d. 1720, Genova)",painter,Italian,https://www.wga.hu/bio/c/cassana/giovanni/biograph.html
"CASSANA, Niccolò","(b. 1659, Venezia, d. 1714, London)",painter,Italian,https://www.wga.hu/bio/c/cassana/niccolo/biograph.html
"CASSATT, Mary","(b. 1844, Allegheny City, d. 1926, Le Mesnil-Théribus, Oise)",painter,American,https://www.wga.hu/bio/c/cassatt/biograph.html
"CASSIOLI, Amos","(b. 1832, Asciano, d. 1891, Firenze)",painter,Italian,https://www.wga.hu/bio/c/cassioli/biograph.html
"CASTAGNOLI, Giuseppe","(b. 1754, Prato, d. 1832, Firenze)",painter,Italian,https://www.wga.hu/bio/c/castagno/biograph.html
"CASTEELS, Pieter","(b. 1684, Antwerpen, d. 1749, Richmond)",painter,Flemish,https://www.wga.hu/bio/c/casteels/biograph.html
"CASTELLANO, Manuel","(b. 1826, Madrid, d. 1880, Madrid)",painter,Spanish,https://www.wga.hu/bio/c/castella/biograph.html
"CASTELLI, Bernardino","(b. 1750, Treviso, d. 1810, Venezia)",painter,Italian,https://www.wga.hu/bio/c/castelli/biograph.html
"CASTELLO, Giovanni Battista","(b. 1547, Genova, d. 1637, Genova)",illuminator,Italian,https://www.wga.hu/bio/c/castello/giovanni/biograph.html
"CASTELLO, Valerio","(b. 1624, Genova, d. 1659, Genova)",painter,Italian,https://www.wga.hu/bio/c/castello/valerio/biograph.html
"CASTELLÓ, Vicente","(b. ca. 1588, Valencia, d. ca. 1636, Valencia)",painter,Spanish,https://www.wga.hu/bio/c/castell/biograph.html
"CASTIGLIONE, Giovanni Benedetto","(b. 1609, Genova, d. 1664, Mantova)",painter,Italian,https://www.wga.hu/bio/c/castigli/biograph.html
"CASTIGLIONE, Giuseppe","(b. 1829, Napoli, d. 1908, Paris)",painter,Italian,https://www.wga.hu/bio/c/castiglj/biograph.html
"CASTILHO, Joăo de","(b. ca. 1490, Santander, d. 1552)",architect,Portuguese,https://www.wga.hu/bio/c/castilho/biograph.html
"CASTILLO, Antonio del","(b. 1616, Córdoba, d. 1668, Córdoba)",painter,Spanish,https://www.wga.hu/bio/c/castillo/biograph.html
"CASTILLO, Juan del","(b. ca. 1590, Llerena, d. ca. 1657, Cádiz)",painter,Spanish,https://www.wga.hu/bio/c/castill/biograph.html
"CASTRUCCI, Cosimo",(active 1576-1602),sculptor,Italian,https://www.wga.hu/bio/c/castrucc/biograph.html
CATARINO,(known 1362-1382 in Venice),painter,Italian,https://www.wga.hu/bio/c/catarino/biograph.html
"CATEL, Franz Ludwig","(b. 1778, Berlin, d. 1856, Roma)",painter,German,https://www.wga.hu/bio/c/catel/biograph.html
"CATENA, Vincenzo","(b. ca. 1480, Venezia, d. 1531, Venezia)",painter,Italian,https://www.wga.hu/bio/c/catena/biograph.html
"CATI DA IESI, Pasquale",(1550-1620),painter,Italian,https://www.wga.hu/bio/c/cati/biograph.html
"CATLIN, George","(b. 1796, Wilkes-Barre, d. 1872, Jersey City)",painter,American,https://www.wga.hu/bio/c/catlin/biograph.html
"CATS, Dirck van",(active 1607-1632 in The Hague),painter,Dutch,https://www.wga.hu/bio/c/cat/biograph.html
"CATS, Jacob","(b. 1741, Altona, d. 1799, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/c/cats/biograph.html
"CATTANEO, Danese","(b. ca. 1509, Colonnata, Carrara, d. 1572, Padova)",sculptor,Italian,https://www.wga.hu/bio/c/cattaneo/biograph.html
"CAUCHIE, Paul","(b. 1875, Ath, d. 1952, Bruxelles)",architect,Belgian,https://www.wga.hu/bio/c/cauchie/biograph.html
"CAULLERY, Louis de","(b. ca. 1580, Caullery, d. 1621, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/c/caullery/biograph.html
"CAUSICI, Enrico","(b. 1790, Verona, d. 1835, Havana)",sculptor,Italian,https://www.wga.hu/bio/c/causici/biograph.html
"CAVALETTO, Giovanni Battista",(active 1486-1523 in Bologna),illuminator,Italian,https://www.wga.hu/bio/c/cavalett/biograph.html
