ARTIST,BIRTH DATA,PROFESSION,SCHOOL,URL
"SCHEERE, Herman",(active 1403-1419 in England),illuminator,German,https://www.wga.hu/bio/s/scheere/biograph.html
"SCHEFFAUER, Philipp Jakob","(b. 1756, Stuttgart, d. 1808, Stuttgart)",sculptor,German,https://www.wga.hu/bio/s/scheffau/biograph.html
"SCHEFFER, Ary","(b. 1795, Dordrecht, d. 1858, Argenteuil)",painter,Dutch,https://www.wga.hu/bio/s/scheffer/biograph.html
SCHEGGIA,"(b. 1406, San Giovanni Valdarno, d. 1486)",painter,Italian,https://www.wga.hu/bio/s/scheggia/biograph.html
"SCHENCK, Pieter","(b. 1660, Elberfeld, d. ca. 1718, Amsterdam)",graphic artist,Dutch,https://www.wga.hu/bio/s/schenck/biograph.html
"SCHIAFFINO, Francesco Maria","(b. 1688, Genova, d. 1763, Genova)",sculptor,Italian,https://www.wga.hu/bio/s/schiaffi/biograph.html
"SCHIAVO, Paolo","(b. 1397, Firenze, d. 1478, Pisa)",painter,Italian,https://www.wga.hu/bio/s/schiavo/biograph.html
"SCHIAVONE, Andrea","(b. ca. 1510, Zara, d. 1563, Venezia)",painter,Italian,https://www.wga.hu/bio/s/schiavon/biograph.html
"SCHIAVONE, Giorgio","(b. ca. 1436, Scardone, d. 1504, Sebenico)",painter,Italian,https://www.wga.hu/bio/s/schiavox/biograph.html
"SCHICI, Franceschino de'",(active 1360s in Montagnana),architect,Italian,https://www.wga.hu/bio/s/schici/biograph.html
"SCHICK, Christian Gottlieb","(b. 1776, Stuttgart, d. 1812, Stuttgart)",painter,German,https://www.wga.hu/bio/s/schick/biograph.html
"SCHICKHARDT, Heinrich II","(b. 1558, Herrenberg, d. 1635, Stuttgart)",architect,German,https://www.wga.hu/bio/s/schickha/biograph.html
"SCHILLEMANS, François","(b. 1575, Middelburg, d. ca. 1620, Middelburg)",graphic artist,Dutch,https://www.wga.hu/bio/s/schillem/biograph.html
"SCHINKEL, Karl Friedrich","(b. 1781, Neuruppin, d. 1841, Berlin)",architect,German,https://www.wga.hu/bio/s/schinkel/biograph.html
"SCHLAUN, Johann Conrad","(b. 1695, Paderborn, d. 1773, Münster)",architect,German,https://www.wga.hu/bio/s/schlaun/biograph.html
"SCHLÜTER, Andreas","(b. ca. 1660, Hamburg, d. 1714, St. Petersburg)",sculptor,German,https://www.wga.hu/bio/s/schluter/biograph.html
"SCHMIDT, Martin Johann","(b. 1718, Grafenwörth, d. 1801, Stein)",painter,Austrian,https://www.wga.hu/bio/s/schmidt/biograph.html
"SCHMITHALS, Hans","(b. 1878, Kreuznach, d. 1964, München)",painter,German,https://www.wga.hu/bio/s/schmitha/biograph.html
"SCHNETZ, Jean-Victor","(b. 1787, Versailles, d. 1870, Paris)",painter,French,https://www.wga.hu/bio/s/schnetz/biograph.html
"SCHNORR VON CAROLSFELD, Julius","(b. 1794, Leipzig, d. 1872, Dresden)",painter,German,https://www.wga.hu/bio/s/schnorr/biograph.html
"SCHÖDLBERGER, Johann Nepomuk","(b. 1779, Wien, d. 1853, Wien)",painter,Austrian,https://www.wga.hu/bio/s/schodlbe/biograph.html
"SCHOENEWERK, Alexandre","(b. 1820, Paris, d. 1885, Paris)",sculptor,French,https://www.wga.hu/bio/s/schoenew/biograph.html
"SCHOLDERER, Otto Franz","(b. 1834, Frankfurt/Main, d. 1902, Frankfurt/Main)",painter,German,https://www.wga.hu/bio/s/scholder/biograph.html
"SCHÖN, Erhard","(b. ca. 1491, Nürnberg, d. 1542, Nürnberg)",graphic artist,German,https://www.wga.hu/bio/s/schon/biograph.html
"SCHÖNBERGER, Lorenz Adolf","(b. 1768, Bad Vöslau, d. 1846, Mainz)",painter,Austrian,https://www.wga.hu/bio/s/schonber/biograph.html
"SCHÖNFELD, Johann Heinrich","(b. 1609, Biberach an der Riss, d. 1683, Augsburg)",painter,German,https://www.wga.hu/bio/s/schonfel/biograph.html
"SCHONGAUER, Ludwig","(b. ca. 1450, Colmar, d. 1494, Colmar)",painter,German,https://www.wga.hu/bio/s/schongau/ludwig/biograph.html
"SCHONGAUER, Martin","(b. ca. 1430, Colmar, d. 1491, Breisach)",graphic artist,German,https://www.wga.hu/bio/s/schongau/martin/biograph.html
"SCHOOR, Aelbert Jansz. van der","(b. ca. 1603, Utrecht, d. ca. 1672, Utrecht)",painter,Dutch,https://www.wga.hu/bio/s/schoor/biograph.html
"SCHOOR, Lodewijk van","(b. 1666, Brussel, d. 1702, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/schoor_l/biograph.html
"SCHOOTEN, Floris Gerritsz. van","(b. ca. 1590, Haarlem, d. after 1655, Haarlem)",painter,Dutch,https://www.wga.hu/bio/s/schooten/biograph.html
"SCHÖPFER, Hans the Elder","(b ca. 1505, d. 1569, München)",painter,German,https://www.wga.hu/bio/s/schopfer/biograph.html
"SCHOPIN, Frédéric-Henri","(b. 1804, Lübeck, d. 1880, Montigny-sur-Loing)",painter,French,https://www.wga.hu/bio/s/schopin/biograph.html
"SCHOR, Johann Paul","(b. 1615, Innsbruck, d. 1674, Roma)",painter,Italian,https://www.wga.hu/bio/s/schor/biograph.html
"SCHOUBROECK, Pieter","(b. ca. 1570, Herzheim, d. ca. 1607, Frankenthal)",painter,Flemish,https://www.wga.hu/bio/s/schoubro/biograph.html
"SCHOUMAN, Aert","(b. 1710, Dordrecht, d. 1792, Den Haag)",painter,Dutch,https://www.wga.hu/bio/s/schouman/biograph.html
"SCHREYER, Christian Adolf","(b. 1828, Frankfurt, d. 1899, Kronberg)",painter,German,https://www.wga.hu/bio/s/schreyer/biograph.html
"SCHUFFENECKER, Emile","(b. 1851, Fresne-Saint-Mamès, d. 1934, Paris)",painter,French,https://www.wga.hu/bio/s/schuffen/biograph.html
"SCHULTZ, Daniel II","(b. ca. 1615, Danzig, d. ca. 1683)",painter,Polish,https://www.wga.hu/bio/s/schultz/biograph.html
"SCHUPPEN, Jacques van","(b. 1670, Fontainebleau, d. 1751, Wien)",painter,French,https://www.wga.hu/bio/s/schuppen/biograph.html
"SCHUT, Cornelis I","(b. 1597, Antwerpen, d. 1655, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/schut/corneli1/biograph.html
"SCHUT, Cornelis III","(b. ca. 1629, Antwerpen, d. 1685, Sevilla)",painter,Flemish,https://www.wga.hu/bio/s/schut/corneli3/biograph.html
"SCHWANTHALER, Johann Franz","(b. 1683,  Ried im Innkreis, d. 1762, Ried im Innkreis)",sculptor,Austrian,https://www.wga.hu/bio/s/schwanth/johann/biograph.html
"SCHWANTHALER, Ludwig","(b. 1802, München, d. 1848, München)",sculptor,German,https://www.wga.hu/bio/s/schwanth/ludwig/biograph.html
"SCHWANTHALER, Thomas","(b. 1634,  Ried im Innkreis, d. 1707, Ried im Innkreis)",sculptor,Austrian,https://www.wga.hu/bio/s/schwanth/thomas/biograph.html
"SCHWARZ, Christoph","(b. ca. 1548, München, d. 1592, München)",painter,German,https://www.wga.hu/bio/s/schwarz1/biograph.html
"SCHWARZ, Hans","(b. 1492, Augsburg, d. after 1521, Augsburg)",sculptor,German,https://www.wga.hu/bio/s/schwarz/biograph.html
"SCHWIND, Moritz von","(b. 1804, Wien, d. 1871, Niederpöcking)",painter,Austrian,https://www.wga.hu/bio/s/schwind/biograph.html
"SCIORINA, Lorenzo dello",(active c. 1568 in Florence),painter,Italian,https://www.wga.hu/bio/s/sciorina/biograph.html
"SCKELL, Friedrich Ludwig von","(b. 1750, Weilburg an der Lahn, d. 1823, München)",architect,German,https://www.wga.hu/bio/s/sckell/biograph.html
"SCOREL, Jan van","(b. 1495, Schoorl, d. 1562, Utrecht)",painter,Dutch,https://www.wga.hu/bio/s/scorel/biograph.html
"SCOTT, Samuel","(b. ca. 1702, London, d. 1772, Bath)",painter,English,https://www.wga.hu/bio/s/scott/biograph.html
"SCOTT, William Bell","(b. 1811, Edinburgh, d. 1890, Penkill Castle)",painter,Scottish,https://www.wga.hu/bio/s/scott_wb/biograph.html
"SCOTTI, Gottardo","(active in 1454-1485, Milan)",painter,Italian,https://www.wga.hu/bio/s/scotti/biograph.html
"SCROTS, Guillaume",(active 1537-1553),painter,Flemish,https://www.wga.hu/bio/s/scrots/biograph.html
"SCULTORI, Diana","(b. ca. 1547, Mantova, d. 1612, Roma)",graphic artist,Italian,https://www.wga.hu/bio/s/scultori/biograph.html
SEBASTIANO DEL PIOMBO,"(b. 1485, Venezia, d. 1547, Roma)",painter,Italian,https://www.wga.hu/bio/s/sebastia/biograph.html
"SEDDON, Thomas III","(b. 1821, London, d. 1856, Cairo)",painter,English,https://www.wga.hu/bio/s/seddon/biograph.html
"SEEMAN, Enoch","(b. ca. 1694, Danzig, d. 1744, London)",painter,English,https://www.wga.hu/bio/s/seeman/biograph.html
"SEGANTINI, Giovanni","(b. 1858, Arco, d. 1899, Schafberg)",painter,Italian,https://www.wga.hu/bio/s/segantin/biograph.html
"SEGAR, Sir William","(d. 1633, Richmond, Surrey)",painter,English,https://www.wga.hu/bio/s/segar/biograph.html
"SEGHERS, Corneille","(b. 1814, Antwerpen, d. 1869, Schaerbeek)",painter,Belgian,https://www.wga.hu/bio/s/seghers/corneille/biograph.html
"SEGHERS, Daniel","(b. 1590, Antwerpen, d. 1661, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/seghers/daniel/biograph.html
"SEGHERS, Gerard","(b. 1591, Antwerpen, d. 1651, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/seghers/gerard/biograph.html
"SEGHERS, Hercules","(b. ca. 1590, Haarlem, d. ca. 1638, The Hague)",painter,Dutch,https://www.wga.hu/bio/s/seghers/hercules/biograph.html
SEGNA DI BUONAVENTURE,"(doc. 1298, Siena, d. ca. 1331, Siena)",painter,Italian,https://www.wga.hu/bio/s/segna/biograph.html
"SEISENEGGER, Jacob",(1504/05 - 1567),painter,Austrian,https://www.wga.hu/bio/s/seiseneg/biograph.html
"SEITER, Daniel","(b. 1647, Wien, d. 1705, Torino)",painter,Italian,https://www.wga.hu/bio/s/seiter/biograph.html
"SELLAER, Vincent","(active 1538-1544, Mechelen)",painter,Flemish,https://www.wga.hu/bio/s/sellaer/biograph.html
"SELVA, Giovanni Antonio","(b. 1751, Venezia, d. 1819, Venezia)",architect,Italian,https://www.wga.hu/bio/s/selva/biograph.html
"SEMENTI, Giovanni Giacomo","(b. 1583, Bologna, d. ca. 1638, Roma)",painter,Italian,https://www.wga.hu/bio/s/sementi/biograph.html
"SEMITECOLO, Nicoletto",(active 1353-1370),painter,Italian,https://www.wga.hu/bio/s/semiteco/biograph.html
"SEMPER, Gottfried","(b. 1803, Altona, d. 1879, Roma)",architect,German,https://www.wga.hu/bio/s/semper/biograph.html
"SENGHER, Filippo",(active 1675-1704 in Florence),sculptor,German,https://www.wga.hu/bio/s/sengher/biograph.html
"SERAFINI, Serafino","(b. ca. 1324, Modena, d. ca. 1393, Ferrara)",painter,Italian,https://www.wga.hu/bio/s/serafini/biograph.html
"SERGEL, Johan Tobias","(b. 1740, Stockholm, d. 1814, Stockholm)",sculptor,Swedish,https://www.wga.hu/bio/s/sergel/biograph.html
"SERLIO, Sebastiano","(b. 1475, Bologna, d. ca. 1554, Fontainebleau)",architect,Italian,https://www.wga.hu/bio/s/serlio/biograph.html
"SERMARTELLI, Bartolomeo",(active 1563-1600 in Florence),graphic artist,Italian,https://www.wga.hu/bio/s/sermarte/biograph.html
"SERODINE, Giovanni","(b. 1600, Ascona, d. 1630, Roma)",painter,Italian,https://www.wga.hu/bio/s/serodine/biograph.html
"SÉROUX D'AGINCOURT, Jean-Baptiste","(b. 1730, Beauvais, d. 1814, Roma)",graphic artist,French,https://www.wga.hu/bio/s/seroux/biograph.html
"SEROV, Valentin","(b. 1865, St. Petersburg, d. 1911, Moscow)",painter,Russian,https://www.wga.hu/bio/s/serov/biograph.html
"SERPOTTA, Giacomo","(b. 1652, Palermo, d. 1732, Palermo)",sculptor,Italian,https://www.wga.hu/bio/s/serpotta/biograph.html
"SERRA, Jaume",(d. after 1405),painter,Catalan,https://www.wga.hu/bio/s/serra/jaume/biograph.html
"SERRA, Pedro",(active 1363-1399),painter,Catalan,https://www.wga.hu/bio/s/serra/pedro/biograph.html
"SERRES, Dominic","(b. 1722, Auch, d. 1793, London)",painter,French,https://www.wga.hu/bio/s/serres/biograph.html
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",cabinet-maker,Belgian,https://www.wga.hu/bio/s/serrurier/biograph.html
"SÉRUSIER, Paul","(b. 1864, Paris, d. 1927, Morlaix)",painter,French,https://www.wga.hu/bio/s/serusier/biograph.html
"SERVANDONI, Giovanni Niccolò","(b. 1697, Firenze, d. 1766, Paris)",architect,French,https://www.wga.hu/bio/s/servando/biograph.html
"SERWOUTERS, Pieter","(b. 1586, Antwerpen, d. 1657, Amsterdam)",graphic artist,Flemish,https://www.wga.hu/bio/s/serwoute/biograph.html
"SEURAT, Georges","(b. 1859, Paris, d. 1891, Paris)",painter,French,https://www.wga.hu/bio/s/seurat/biograph.html
"SEYBOLD, Christian","(b. ca. 1690, Mainz, d. 1768, Wien)",painter,German,https://www.wga.hu/bio/s/seybold/biograph.html
"SEYMOUR, James","(b. ca. 1702, London, d. 1752, London)",painter,English,https://www.wga.hu/bio/s/seymour/biograph.html
"SFERINI, Carlo Leopoldo","(b. 1652, d. 1698, Verona)",painter,Italian,https://www.wga.hu/bio/s/sferini/biograph.html
"SHAW, Richard Norman","(b. 1831, Edinburgh, d. 1912, London)",architect,Scottish,https://www.wga.hu/bio/s/shaw/biograph.html
"SHCHEDRIN, Feodosy Fyodorovich","(b. 1751, St. Petersburg, d. 1825, St. Petersburg)",sculptor,Russian,https://www.wga.hu/bio/s/shchedri/feodosy/biograph.html
"SHCHEDRIN, Semyon Fyodorovich","(b. 1745, St. Petersburg, d. 1804, St. Petersburg)",painter,Russian,https://www.wga.hu/bio/s/shchedri/semyon/biograph.html
"SHCHEDRIN, Sil'vestr Fedosyevich","(b. 1791, St. Petersburg, d. 1830, Sorrento)",painter,Russian,https://www.wga.hu/bio/s/shchedri/silvestr/biograph.html
"SHEE, Sir Martin Archer","(b. 1769, Dublin, d. 1850, Brighton)",painter,Irish,https://www.wga.hu/bio/s/shee/biograph.html
"SHUBIN, Fedot Ivanovich","(b. 1740, Techkovskaya, d. 1805, St. Petersburg)",sculptor,Russian,https://www.wga.hu/bio/s/shubin/biograph.html
"SIBERECHTS, Jan","(b. 1627, Antwerpen, d. ca. 1703, London)",painter,Flemish,https://www.wga.hu/bio/s/siberech/biograph.html
"SIBILLA, Gijsbert Jansz.","(b. 1598, Weesp, d. 1655, Weesp)",painter,Dutch,https://www.wga.hu/bio/s/sibilla/biograph.html
"SICIOLANTE DA SERMONETA, Girolamo","(b. ca. 1521, Sermoneta, d. 1575, Roma)",painter,Italian,https://www.wga.hu/bio/s/siciolan/biograph.html
"SICKERT, Walter Richard","(b. 1860, München, d. 1942, Bathampton)",painter,English,https://www.wga.hu/bio/s/sickert/biograph.html
"SIERRA VIDAL, Tomás de","(b. ca. 1654, Santalla del Bierzo, d. 1725, Medina de Ríoseco)",sculptor,Spanish,https://www.wga.hu/bio/s/sierra/biograph.html
"SIGNAC, Paul","(b. 1863, Paris, d. 1935, Paris)",painter,French,https://www.wga.hu/bio/s/signac/biograph.html
"SIGNORELLI, Francesco","(b. ca. 1495, Cortona, d. 1553, Cortona)",painter,Italian,https://www.wga.hu/bio/s/signorex/biograph.html
"SIGNORELLI, Luca","(b. ca. 1450, Cortona, d. 1523, Cortona)",painter,Italian,https://www.wga.hu/bio/s/signorel/biograph.html
"SIGNORINI, Telemaco","(b. 1835, Firenze, d. 1901, Firenze)",painter,Italian,https://www.wga.hu/bio/s/signorin/biograph.html
"SIKA, Jutta","(b. 1877, Linz, d. 1964, Wien)",graphic artist,Austrian,https://www.wga.hu/bio/s/sika/biograph.html
"SILO, Adam","(b. ca. 1674, Amsterdam, d. 1772, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/s/silo/biograph.html
"SILOÉ, Diego de",(c. 1495-1563),sculptor,Spanish,https://www.wga.hu/bio/s/siloe/diego/biograph.html
"SILOÉ, Gil de","(d. ca. 1501, Burgos)",sculptor,Spanish,https://www.wga.hu/bio/s/siloe/gil/biograph.html
"SILVANI, Gherardo","(b. 1579, Firenze, d. 1675, Firenze)",architect,Italian,https://www.wga.hu/bio/s/silvani/gherardo/biograph.html
"SILVANI, Pier Francesco","(b. 1620, Firenze, d. 1685, Pisa)",architect,Italian,https://www.wga.hu/bio/s/silvani/pier/biograph.html
"SILVESTRE, Israël","(b. 1621, Nancy, d. 1691, Paris)",graphic artist,French,https://www.wga.hu/bio/s/silvest/israel/biograph.html
"SILVESTRE, Louis de","(b. 1675, Sceaux, d. 1760, Paris)",painter,French,https://www.wga.hu/bio/s/silvest/louis/biograph.html
SILVESTRO DELL'AQUILA,(active 1471-1504 in Central Italy),sculptor,Italian,https://www.wga.hu/bio/s/silvestr/biograph.html
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",painter,Finnish,https://www.wga.hu/bio/s/simberg/biograph.html
SIMÓN DE COLONIA,(c. 1445-c. 1511),architect,Spanish,https://www.wga.hu/bio/s/simon_c/biograph.html
SIMON VON TAISTEN,"(b. ca. 1455, Taisten, d. ca. 1530)",painter,Austrian,https://www.wga.hu/bio/s/simon/biograph.html
"SIMONE CAMALDOLESE, Don",(active 1378–1405 in Florence),illuminator,Italian,https://www.wga.hu/bio/s/simone_c/biograph.html
SIMONE DEI CROCEFISSI,"(b. ca. 1330, d. 1399, Bologna)",painter,Italian,https://www.wga.hu/bio/s/simone_d/biograph.html
SIMONE MARTINI,"(b. 1280/85, Siena, d. 1344, Avignon)",painter,Italian,https://www.wga.hu/bio/s/simone/biograph.html
"SIMONINI, Francesco","(b. 1686, Parma, d. ca. 1755, Venezia, or Firenze)",painter,Italian,https://www.wga.hu/bio/s/simonini/biograph.html
"SIMONIS, Eugène","(b. 1810, Liège, d. 1882, Bruxelles)",sculptor,Belgian,https://www.wga.hu/bio/s/simonis/biograph.html
"SINGLETON, Henry","(b. 1766, London, d. 1839, London)",painter,English,https://www.wga.hu/bio/s/singleto/biograph.html
"SIRANI, Elisabetta","(b. 1638, Bologna, d. 1665, Bologna)",painter,Italian,https://www.wga.hu/bio/s/sirani/elisabet/biograph.html
"SIRANI, Giovanni Andrea","(b. 1610, Bologna, d. 1670, Bologna)",painter,Italian,https://www.wga.hu/bio/s/sirani/giovanni/biograph.html
"SISLEY, Alfred","(b. 1839, Paris, d. 1899, Moret-sur-Loing)",painter,French,https://www.wga.hu/bio/s/sisley/biograph.html
"SITTOW, Michel","(b. ca. 1468, Reval, d. 1525, Reval)",painter,Flemish,https://www.wga.hu/bio/s/sittow/biograph.html
"SKARBINA, Franz","(b. 1849, Berlin, d. 1910, Berlin)",painter,German,https://www.wga.hu/bio/s/skarbina/biograph.html
"SKOVGAARD, Joakim","(b. 1856, København, d. 1933, København)",painter,Danish,https://www.wga.hu/bio/s/skovgaar/son/biograph.html
"SKOVGAARD, Peter Christian","(b. 1817, Ringsted, d. 1875, København)",painter,Danish,https://www.wga.hu/bio/s/skovgaar/father/biograph.html
"SLAUGHTER, Stephen","(b. 1697, London, d. 1765, London)",painter,English,https://www.wga.hu/bio/s/slaughte/biograph.html
"SLAVÍČEK, Antonín","(b. 1870, Praha, d. 1910, Praha)",painter,Bohemian,https://www.wga.hu/bio/s/slavicek/biograph.html
"SLAVONA, Maria","(b. 1865, Lübeck, d. 1931, Berlin)",painter,German,https://www.wga.hu/bio/s/slavona/biograph.html
"SLEVOGT, Max","(b. 1868, Landshut, d. 1932, Neukastel)",painter,German,https://www.wga.hu/bio/s/slevogt/biograph.html
"ŚLEWIŃSKI, Władisław","(b. 1856, Bialynin, nr Mikolajew, d. 1918, Paris)",painter,Polish,https://www.wga.hu/bio/s/slewinsk/biograph.html
"SLINGELAND, Pieter Cornelisz. van","(b. 1640, Leiden, d. 1691, Leiden)",painter,Dutch,https://www.wga.hu/bio/s/slingela/biograph.html
"SLODTZ, Paul-Ambroise","(b. 1702, Paris, d. 1758, Paris)",sculptor,French,https://www.wga.hu/bio/s/slodtz/paul_amb/biograph.html
"SLODTZ, René-Michel","(b. 1705, Paris, d. 1764, Paris)",sculptor,French,https://www.wga.hu/bio/s/slodtz/rene_mic/biograph.html
"SLUTER, Claus","(b. ca. 1350, Haarlem, d. 1406, Dijon)",sculptor,Netherlandish,https://www.wga.hu/bio/s/sluter/biograph.html
"SMART, John","(b. 1741, Norfolk, d. 1811, London)",miniaturist,English,https://www.wga.hu/bio/s/smart/biograph.html
"SMERALDI, Francesco",(active 1592-1631 in Venice),architect,Italian,https://www.wga.hu/bio/s/smeraldi/biograph.html
"SMEYERS, Egide","(b. 1634, Mechelen, d. 1710, Mechelen)",painter,Flemish,https://www.wga.hu/bio/s/smeyers/biograph.html
"SMIRKE, Robert the Younger","(b. 1781, Wigton, d. 1867, London)",architect,English,https://www.wga.hu/bio/s/smirke/biograph.html
"SMIT, Aernout","(b. ca. 1641, Amsterdam, d. 1710, Amsterdam)",painter,Dutch,https://www.wga.hu/bio/s/smit/biograph.html
"SMITH, George","(b. ca. 1714, Chicester, d. 1776, Chichester)",painter,English,https://www.wga.hu/bio/s/smith/biograph.html
"SMYTHSON, Robert","(b. ca. 1534, Crosby Ravensworth, d. 1614, Wollaton)",architect,English,https://www.wga.hu/bio/s/smythson/biograph.html
"SNAYERS, Pieter","(b. 1592, Antwerpen, d. 1667, Brussel)",painter,Flemish,https://www.wga.hu/bio/s/snayers/biograph.html
"SNELLINCK, Jan I","(b. ca. 1544, Mechelen, d. 1638, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/snellinc/biograph.html
"SNIJERS, Peter","(b. 1681, Antwerpen, d. 1752, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/snijers/biograph.html
"SNYDERS, Frans","(b. 1579, Antwerpen, d. 1657, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/snyders/biograph.html
"SOANE, Sir John","(b. 1753, Goring, d. 1837, London)",architect,English,https://www.wga.hu/bio/s/soane/biograph.html
"SODOMA, Il","(b. 1477, Vercelli, d. 1549, Siena)",painter,Italian,https://www.wga.hu/bio/s/sodoma/biograph.html
"SØDRING, Frederik Hansen","(b. 1809, Aalborg, d. 1862,  Hellerup)",painter,Danish,https://www.wga.hu/bio/s/sodring/biograph.html
"SOEST, Gerard","(b. ca. 1600, d. 1681, London)",painter,Dutch,https://www.wga.hu/bio/s/soest/biograph.html
"SOGLIANI, Giovanni Antonio","(b. 1492, Firenze, d. 1544, Firenze)",painter,Italian,https://www.wga.hu/bio/s/sogliani/biograph.html
"SOHIER, Hector","(d. ca. 1560, Normandy)",architect,French,https://www.wga.hu/bio/s/sohier/biograph.html
"SOHLBERG, Harald Oskar","(b. 1869, Christiania, d. 1935, Oslo)",painter,Norwegian,https://www.wga.hu/bio/s/sohlberg/biograph.html
"SOKOLOV, Pyotr Fyodorovich","(b. 1791, Moscow, d. 1848, Stary Merchik)",painter,Russian,https://www.wga.hu/bio/s/sokolov/biograph.html
"SOLA, Antonio","(b. 1787, Barcelona, d. 1861, Roma)",sculptor,Spanish,https://www.wga.hu/bio/s/sola/biograph.html
"SOLARI, Cristoforo","(b. ca. 1468, Milano, d. 1524, Milano)",sculptor,Italian,https://www.wga.hu/bio/s/solari/cristofo/biograph.html
"SOLARI, Guiniforte","(b. 1429, Milano, d. 1481, Milano)",architect,Italian,https://www.wga.hu/bio/s/solari/guinifor/biograph.html
"SOLARI, Pietro Antonio","(b. ca. 1445, Carona, d. 1493, Moscow)",architect,Italian,https://www.wga.hu/bio/s/solari/pietro/biograph.html
"SOLARI, Santino","(b. 1576, Verna, d. 1646, Salzburg)",architect,Italian,https://www.wga.hu/bio/s/solari_s/biograph.html
"SOLARIO, Andrea","(b. ca. 1460, Milano, d. 1525)",painter,Italian,https://www.wga.hu/bio/s/solari/andrea/biograph.html
"SOLARIO, Antonio",(active 1502-1514),painter,Italian,https://www.wga.hu/bio/s/solario/biograph.html
"SOLDANI BENZI, Massimiliano","(b. 1656, Firenze, d. 1740, Montevarchi)",sculptor,Italian,https://www.wga.hu/bio/s/soldani/biograph.html
"SOLDI, Andrea","(b. ca. 1703, Firenze, d. 1771, London)",painter,Italian,https://www.wga.hu/bio/s/soldi/biograph.html
"SOLE, Giovan Gioseffo dal","(b. 1654, Bologna, d. 1719, Bologna)",painter,Italian,https://www.wga.hu/bio/s/sole/biograph.html
"SOLI, Giuseppe Maria","(b. 1747, Vignola, d. 1823, Modena)",architect,Italian,https://www.wga.hu/bio/s/soli/biograph.html
"SOLIMENA, Francesco","(b. 1657, Canale di Serino, d. 1747, Barra)",painter,Italian,https://www.wga.hu/bio/s/solimena/biograph.html
"SOLÍS, Francisco de","(b. ca. 1620, Madrid, d. 1684, Madrid)",painter,Spanish,https://www.wga.hu/bio/s/solis/biograph.html
"SOLÓRZANO, Martín de",(active 1482-1506),architect,Spanish,https://www.wga.hu/bio/s/solorzan/biograph.html
"SOMER, Paulus van","(b. ca. 1576, Antwerpen, d. 1621, London)",painter,Flemish,https://www.wga.hu/bio/s/somer/biograph.html
"SOMEREN, Hendrick van","(b. 1615, Amsterdam, d. 1685, Napoli)",painter,Dutch,https://www.wga.hu/bio/s/somer_h/biograph.html
"SOMM, Henry","(b. 1844, Rouen, d. 1907, Paris)",painter,French,https://www.wga.hu/bio/s/somm/biograph.html
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",architect,Italian,https://www.wga.hu/bio/s/sommarug/biograph.html
"SON, Joris van","(b. 1623, Antwerpen, d. 1667, Antwerpen)",painter,Flemish,https://www.wga.hu/bio/s/son/biograph.html
"SONNE, Jørgen Valentin","(b. 1801, Birkerød, d. 1890, København)",painter,Danish,https://www.wga.hu/bio/s/sonne/biograph.html
"SONNENSCHEIN, Johann Valentin","(b. 1749, Stuttgart, d. 1828, Bern)",sculptor,German,https://www.wga.hu/bio/s/sonnensc/biograph.html
"SONNIN, Ernst Georg","(b. 1713, Quitzow, d. 1794, Hamburg)",architect,German,https://www.wga.hu/bio/s/sonnin/biograph.html
"SOREAU, Isaak","(b. 1604, Frankfurt, d. ca. 1645)",painter,German,https://www.wga.hu/bio/s/soreau/biograph.html
"SORGH, Hendrick Maertensz.","(b. ca. 1610, Rotterdam, d. 1670, Rotterdam)",painter,Dutch,https://www.wga.hu/bio/s/sorgh/biograph.html
"SORMANI, Leonardo","(active 1551, d. 1589, Roma)",sculptor,Italian,https://www.wga.hu/bio/s/sormani/biograph.html
"SORMANI, Paul","(b. 1817, Venezia, d. 1877, Paris)",cabinet-maker,French,https://www.wga.hu/bio/s/sormanip/biograph.html
"SOROLLA Y BASTIDA, Joaquín","(b. 1863, Valencia, d. 1923, Cercedilla)",painter,Spanish,https://www.wga.hu/bio/s/sorolla/biograph.html
"SOUFFLOT, Jacques-Germain","(b. 1713, Irancy, d. 1780, Paris)",architect,French,https://www.wga.hu/bio/s/soufflot/biograph.html
"SPADA, Lionello","(b. 1576, Bologna, d. 1622, Parma)",painter,Italian,https://www.wga.hu/bio/s/spada/biograph.html
"SPADARINO, lo","(b. 1585, Roma, d. 1652, Roma)",painter,Italian,https://www.wga.hu/bio/s/spadarin/biograph.html
"SPADINO, Bartolomeo","(b. 1696, Roma, d. 1738, Roma)",painter,Italian,https://www.wga.hu/bio/s/spadino/bartolom/biograph.html
"SPADINO, Giovanni Paolo","(b. 1659, Roma, d. ca. 1730, Roma)",painter,Italian,https://www.wga.hu/bio/s/spadino/giovanni/biograph.html
